Id,SalePrice
1706,230513.97
1707,207811.48
1708,196598.48
1709,236119.38
1710,201165.14
1711,239683.16
1712,221917.03
1713,232683.58
1714,205708.16
1715,196112.53
1716,176543.36
1717,164136.08
1718,130567.04
1719,184813.8
1720,211656.75
1721,159315.97
1722,130511.64
1723,163624.86
1724,192956.84
1725,207316.02
1726,181926.66
1727,162495.88
1728,197092.02
1729,151300.75
1730,143475.72
1731,138404.77
1732,135129.89
1733,113242.51
1734,117169.984
1735,142058.23
1736,117676.266
1737,235910.05
1738,201335.0
1739,215829.67
1740,190182.84
1741,181607.17
1742,171852.0
1743,176505.98
1744,224793.03
1745,184660.34
1746,209744.2
1747,198649.02
1748,193608.27
1749,164392.05
1750,134199.44
1751,207696.17
1752,111540.96
1753,156773.61
1754,176994.81
1755,171784.48
1756,157696.27
1757,125457.57
1758,150695.66
1759,149898.28
1760,155154.3
1761,163440.36
1762,176724.61
1763,178238.3
1764,118073.99
1765,171998.9
1766,183028.4
1767,205469.75
1768,133795.88
1769,164071.6
1770,151962.34
1771,123122.18
1772,132990.86
1773,131458.89
1774,138593.64
1775,140017.55
1776,123935.4
1777,110453.086
1778,140021.56
1779,122943.36
1780,171187.39
1781,128592.914
1782,99792.62
1783,148693.75
1784,112363.7
1785,119356.95
1786,192169.02
1787,165770.22
1788,91236.37
1789,98342.95
1790,97744.91
1791,168578.05
1792,150116.73
1793,140231.9
1794,155115.83
1795,133196.88
1796,122541.51
1797,116693.15
1798,123072.29
1799,108444.88
1800,123239.54
1801,132014.06
1802,135493.67
1803,141203.78
1804,161933.08
1805,139303.64
1806,118532.17
1807,127255.09
1808,118145.07
1809,117975.28
1810,153937.47
1811,112804.13
1812,93262.305
1813,127921.03
1814,98530.89
1815,84290.82
1816,107137.51
1817,116769.85
1818,161162.14
1819,125527.82
1820,93284.19
1821,128500.12
1822,157715.52
1823,90128.28
1824,116917.61
1825,137439.84
1826,114990.84
1827,113762.625
1828,131727.33
1829,131240.42
1830,139472.2
1831,139658.55
1832,104673.11
1833,146236.08
1834,146263.83
1835,135316.11
1836,122787.17
1837,111169.06
1838,144095.94
1839,114089.77
1840,140004.73
1841,125914.97
1842,96511.74
1843,141940.28
1844,134439.75
1845,137529.66
1846,162332.31
1847,156902.39
1848,84684.26
1849,103364.766
1850,116541.78
1851,156272.8
1852,118442.67
1853,137714.58
1854,183981.66
1855,167920.83
1856,192581.27
1857,137983.16
1858,129920.15
1859,119444.98
1860,158109.62
1861,119063.07
1862,234636.28
1863,239902.7
1864,239882.33
1865,248892.14
1866,272748.7
1867,207357.34
1868,239724.08
1869,194810.67
1870,196614.23
1871,215627.44
1872,183102.6
1873,209489.72
1874,148308.67
1875,191983.64
1876,184666.69
1877,189487.45
1878,185467.1
1879,123351.83
1880,137738.1
1881,210265.12
1882,209301.61
1883,180395.58
1884,184200.94
1885,200199.02
1886,228003.58
1887,200046.53
1888,229344.56
1889,172943.36
1890,129359.71
1891,137092.4
1892,119001.43
1893,128479.164
1894,134356.7
1895,131452.62
1896,132825.2
1897,114618.586
1898,128528.18
1899,150285.61
1900,142486.58
1901,139148.03
1902,135570.19
1903,183537.22
1904,143111.67
1905,176209.97
1906,136921.5
1907,206675.44
1908,110131.125
1909,130833.78
1910,115851.08
1911,170638.75
1912,230007.81
1913,150194.34
1914,93534.6
1915,252964.55
1916,101951.36
1917,215095.48
1918,138019.36
1919,200697.0
1920,167133.33
1921,288235.06
1922,258590.8
1923,176648.78
1924,196815.9
1925,201991.58
1926,276503.28
1927,135367.73
1928,169983.22
1929,119865.94
1930,130578.99
1931,140013.02
1932,128583.72
1933,176742.98
1934,176372.22
1935,162931.61
1936,181051.2
1937,178033.25
1938,183394.28
1939,210670.98
1940,187425.66
1941,160886.33
1942,190257.58
1943,182409.45
1944,250508.83
1945,268939.12
1946,158314.53
1947,194415.53
1948,156932.33
1949,228387.03
1950,176958.53
1951,200733.19
1952,186128.55
1953,193845.12
1954,165451.81
1955,124294.164
1956,223882.06
1957,146410.1
1958,225017.39
1959,136536.58
1960,111504.91
1961,123632.836
1962,99961.21
1963,106999.15
1964,114941.18
1965,150434.03
1966,138796.55
1967,217626.83
1968,272812.4
1969,260879.81
1970,268357.78
1971,318741.3
1972,279762.38
1973,230822.61
1974,251091.48
1975,311887.8
1976,229080.5
1977,256772.53
1978,247755.64
1979,234215.08
1980,178214.33
1981,252436.05
1982,191325.83
1983,180519.83
1984,160856.4
1985,196405.83
1986,191201.25
1987,170569.92
1988,180382.16
1989,186725.39
1990,202243.12
1991,198296.39
1992,210003.2
1993,172919.78
1994,211586.72
1995,172539.9
1996,223679.73
1997,242561.45
1998,229763.8
1999,239085.25
2000,243622.08
2001,222496.19
2002,230648.11
2003,223594.22
2004,218124.05
2005,210048.47
2006,200900.75
2007,225095.95
2008,201063.3
2009,192724.77
2010,192357.52
2011,136830.39
2012,176414.1
2013,179507.3
2014,192821.28
2015,170528.78
2016,183158.66
2017,193794.11
2018,134350.17
2019,133684.78
2020,102901.41
2021,116497.0
2022,178260.9
2023,152078.17
2024,225834.55
2025,247996.05
2026,181336.5
2027,159120.7
2028,143137.33
2029,153320.22
2030,215923.14
2031,218472.34
2032,225691.36
2033,212729.47
2034,167666.39
2035,216552.53
2036,192817.97
2037,196054.94
2038,225905.4
2039,212091.38
2040,223983.92
2041,209608.62
2042,192145.75
2043,174548.97
2044,169373.64
2045,180946.6
2046,154774.92
2047,139093.64
2048,148068.42
2049,146981.58
2050,166702.73
2051,106789.86
2052,121723.85
2053,144469.52
2054,123018.54
2055,159695.66
2056,151162.73
2057,120809.64
2058,190674.27
2059,134638.77
2060,167071.19
2061,166508.1
2062,122942.89
2063,111395.32
2064,134255.12
2065,113165.75
2066,167340.52
2067,115806.56
2068,150545.69
2069,88467.25
2070,104141.9
2071,100823.17
2072,143641.8
2073,133049.73
2074,176535.61
2075,133688.86
2076,114750.93
2077,151674.64
2078,122034.54
2079,133975.53
2080,114504.2
2081,125859.625
2082,122011.5
2083,133990.1
2084,105727.85
2085,118043.7
2086,108699.805
2087,129612.86
2088,101492.016
2089,96419.75
2090,123847.375
2091,111252.84
2092,121548.69
2093,116120.42
2094,106387.92
2095,143731.69
2096,91044.27
2097,105475.17
2098,139265.53
2099,84173.375
2100,93923.34
2101,119278.78
2102,146441.1
2103,102055.25
2104,143304.23
2105,126756.67
2106,92090.086
2107,168886.53
2108,106274.15
2109,114497.1
2110,135545.75
2111,155856.81
2112,126798.625
2113,125573.68
2114,147023.64
2115,158049.78
2116,129818.22
2117,141280.16
2118,120537.92
2119,132705.92
2120,134188.95
2121,107632.56
2122,116443.24
2123,88625.16
2124,149624.34
2125,145834.28
2126,149799.81
2127,158040.89
2128,125749.24
2129,123251.52
2130,129836.17
2131,146258.95
2132,112986.52
2133,125557.51
2134,123901.836
2135,114043.1
2136,93929.62
2137,106402.64
2138,144808.3
2139,159462.2
2140,142347.5
2141,162780.48
2142,129405.49
2143,147014.11
2144,134377.97
2145,131732.73
2146,145500.6
2147,184597.14
2148,122389.44
2149,166777.62
2150,186394.47
2151,116063.07
2152,180197.16
2153,188013.92
2154,104694.18
2155,132901.73
2156,220625.16
2157,205867.33
2158,215136.92
2159,201037.6
2160,179433.02
2161,219553.44
2162,269324.38
2163,279403.75
2164,208753.2
2165,184602.06
2166,147894.4
2167,189765.05
2168,191315.61
2169,183075.89
2170,170214.53
2171,146901.42
2172,141991.45
2173,144737.33
2174,194977.77
2175,225764.12
2176,240157.7
2177,209890.08
2178,198698.84
2179,138751.69
2180,187846.89
2181,177389.06
2182,199009.47
2183,178552.02
2184,121524.46
2185,127211.41
2186,146279.6
2187,163468.27
2188,155412.56
2189,251830.1
2190,86190.96
2191,86515.1
2192,95055.516
2193,100814.805
2194,108640.63
2195,116838.47
2196,124105.24
2197,126515.734
2198,153881.98
2199,180308.38
2200,137220.72
2201,123013.03
2202,181264.05
2203,135904.69
2204,155643.81
2205,120464.03
2206,121802.0
2207,169083.62
2208,196003.53
2209,193626.92
2210,111456.21
2211,115932.87
2212,128633.516
2213,113576.71
2214,167353.92
2215,115945.47
2216,163318.36
2217,96059.05
2218,98831.95
2219,96557.13
2220,114326.56
2221,258049.8
2222,250831.08
2223,230552.45
2224,207731.44
2225,113901.04
2226,189213.7
2227,193686.02
2228,223030.9
2229,200950.95
2230,130604.77
2231,199858.12
2232,174000.67
2233,184000.95
2234,226712.61
2235,205366.31
2236,218874.83
2237,274339.22
2238,182591.84
2239,118445.05
2240,167877.27
2241,172829.1
2242,126688.99
2243,130887.195
2244,113569.02
2245,107256.6
2246,143125.72
2247,132298.28
2248,112778.86
2249,123682.836
2250,130084.42
2251,120042.23
2252,171198.66
2253,131509.05
2254,171455.52
2255,183897.45
2256,173068.27
2257,198848.22
2258,152881.31
2259,167024.98
2260,179801.3
2261,184465.16
2262,189380.14
2263,268207.34
2264,314433.53
2265,178912.36
2266,231264.83
2267,240056.95
2268,258385.94
2269,150726.98
2270,185329.89
2271,198303.95
2272,202086.58
2273,171223.64
2274,178407.86
2275,164952.7
2276,188089.42
2277,192705.1
2278,135001.98
2279,130712.555
2280,116502.664
2281,174675.36
2282,183215.97
2283,116215.586
2284,122598.31
2285,130156.27
2286,123359.24
2287,255334.48
2288,231568.52
2289,244052.28
2290,290251.5
2291,238814.53
2292,303442.44
2293,310068.34
2294,261707.12
2295,348223.94
2296,208974.31
2297,260158.31
2298,268305.06
2299,256331.39
2300,237459.39
2301,240463.66
2302,214587.97
2303,203814.77
2304,203543.4
2305,182921.61
2306,175794.2
2307,182400.05
2308,188897.1
2309,230157.67
2310,184590.27
2311,179447.56
2312,177166.23
2313,175970.83
2314,161853.56
2315,179193.42
2316,196171.1
2317,174823.19
2318,177413.42
2319,171226.25
2320,166098.44
2321,198781.86
2322,180069.52
2323,169868.16
2324,193239.7
2325,194553.9
2326,185354.98
2327,192439.9
2328,210364.0
2329,185738.44
2330,172162.86
2331,254138.03
2332,282646.06
2333,254144.33
2334,215228.05
2335,220190.89
2336,244939.25
2337,183795.06
2338,228165.86
2339,198885.77
2340,300612.8
2341,203010.48
2342,200616.44
2343,195340.89
2344,204453.7
2345,203048.44
2346,198075.44
2347,188106.64
2348,220082.56
2349,185031.95
2350,252763.42
2351,216528.16
2352,220257.27
2353,215468.94
2354,133755.56
2355,128237.27
2356,156153.62
2357,188581.92
2358,193817.39
2359,119474.26
2360,109951.77
2361,135677.03
2362,218543.19
2363,141538.95
2364,159323.88
2365,209238.55
2366,184606.3
2367,189060.92
2368,206904.2
2369,188052.3
2370,158986.61
2371,162679.45
2372,187593.2
2373,236296.44
2374,234831.03
2375,207908.22
2376,218628.25
2377,227143.48
2378,156882.8
2379,192675.5
2380,160205.9
2381,181355.69
2382,191830.1
2383,177299.75
2384,202699.02
2385,165502.0
2386,135152.45
2387,139292.48
2388,103993.52
2389,121772.84
2390,141918.48
2391,153874.5
2392,121193.22
2393,157626.5
2394,132134.73
2395,195177.58
2396,132328.56
2397,189616.89
2398,130289.03
2399,88463.95
2400,87479.18
2401,128452.58
2402,136903.22
2403,141655.89
2404,160807.03
2405,160899.98
2406,147016.34
2407,127684.336
2408,145398.22
2409,122787.875
2410,185022.25
2411,112629.99
2412,157940.23
2413,122717.63
2414,152025.39
2415,135087.89
2416,122751.93
2417,137958.42
2418,137028.1
2419,117321.836
2420,118752.24
2421,175742.4
2422,115879.15
2423,113795.29
2424,164229.39
2425,197656.7
2426,141986.31
2427,128768.41
2428,176716.52
2429,125087.33
2430,124559.02
2431,115838.15
2432,143082.47
2433,136145.33
2434,133516.22
2435,156722.94
2436,108318.78
2437,118680.46
2438,130419.07
2439,120560.57
2440,122091.0
2441,107942.9
2442,107426.125
2443,133969.02
2444,136347.11
2445,96650.46
2446,142378.19
2447,180771.88
2448,142790.61
2449,122200.5
2450,142283.44
2451,127276.695
2452,179967.02
2453,101015.76
2454,117685.36
2455,115908.32
2456,162063.16
2457,124479.94
2458,136930.38
2459,116977.39
2460,131647.7
2461,133928.52
2462,134756.42
2463,132967.4
2464,175056.75
2465,132383.84
2466,122724.42
2467,132888.05
2468,99621.45
2469,89841.83
2470,185602.8
2471,205735.23
2472,140735.92
2473,131166.73
2474,113327.64
2475,208495.56
2476,101492.016
2477,128956.805
2478,153647.36
2479,102390.22
2480,159887.83
2481,130482.016
2482,128571.336
2483,115653.37
2484,123242.83
2485,131167.36
2486,165455.3
2487,188565.2
2488,165283.55
2489,141360.34
2490,150706.44
2491,98941.54
2492,192088.58
2493,151586.58
2494,150009.11
2495,88860.86
2496,190077.48
2497,140504.33
2498,111341.48
2499,90470.77
2500,122521.41
2501,143837.12
2502,125282.05
2503,106170.01
2504,244840.0
2505,199387.33
2506,210382.86
2507,228014.02
2508,213836.39
2509,199480.14
2510,198402.5
2511,163098.58
2512,190386.81
2513,198337.61
2514,235211.39
2515,141789.16
2516,165913.83
2517,122180.57
2518,146463.86
2519,194855.27
2520,192217.4
2521,176646.77
2522,196650.98
2523,132895.27
2524,142451.8
2525,154407.97
2526,145309.23
2527,122636.44
2528,123430.67
2529,130406.51
2530,128166.73
2531,209451.97
2532,199798.67
2533,188688.95
2534,202145.94
2535,217605.86
2536,196762.61
2537,198913.84
2538,175304.67
2539,178622.53
2540,174114.05
2541,176703.38
2542,160463.56
2543,128955.45
2544,120105.664
2545,126269.95
2546,121752.18
2547,141087.47
2548,139659.22
2549,139586.52
2550,176349.84
2551,139243.48
2552,141653.6
2553,88272.4
2554,93612.234
2555,139040.72
2556,110550.04
2557,109896.734
2558,145811.33
2559,128617.695
2560,129782.69
2561,136267.95
2562,112622.58
2563,129469.06
2564,169048.8
2565,122663.69
2566,143096.25
2567,129931.67
2568,166700.03
2569,175810.3
2570,117700.85
2571,173584.98
2572,158781.45
2573,207557.77
2574,202344.03
2575,146659.27
2576,113153.336
2577,153404.9
2578,97354.734
2579,86569.164
2580,118114.43
2581,137024.83
2582,142644.03
2583,222413.66
2584,177077.05
2585,192951.33
2586,200073.44
2587,189702.44
2588,149049.83
2589,158511.08
2590,207849.94
2591,205222.8
2592,198574.77
2593,272545.34
2594,162414.06
2595,196234.14
2596,244462.48
2597,201988.5
2598,240741.77
2599,232651.62
2600,216448.27
2601,162281.53
2602,104718.64
2603,107587.41
2604,108640.94
2605,106257.73
2606,149312.73
2607,212111.2
2608,176666.81
2609,171665.75
2610,111596.29
2611,147323.58
2612,151277.53
2613,120840.06
2614,120074.17
2615,152664.22
2616,139089.66
2617,186616.62
2618,209654.2
2619,179562.25
2620,173851.88
2621,161879.8
2622,171129.12
2623,211265.52
2624,236662.69
2625,212448.47
2626,168555.06
2627,145092.52
2628,248935.11
2629,302198.03
2630,268540.84
2631,310570.56
2632,251088.61
2633,233216.75
2634,303782.1
2635,162711.73
2636,174974.97
2637,186183.94
2638,223088.14
2639,181080.9
2640,148646.67
2641,113221.234
2642,182696.53
2643,113913.31
2644,122332.49
2645,122555.65
2646,108260.43
2647,115702.24
2648,141386.5
2649,142588.53
2650,136321.25
2651,137554.7
2652,294524.4
2653,207818.22
2654,214873.44
2655,275376.97
2656,239895.83
2657,249199.95
2658,231739.06
2659,265142.28
2660,260854.94
2661,256433.6
2662,268533.66
2663,228845.98
2664,217349.72
2665,255721.22
2666,221532.61
2667,180255.08
2668,187403.67
2669,174902.72
2670,227845.12
2671,180633.66
2672,185602.27
2673,184871.62
2674,182433.97
2675,162601.44
2676,193468.17
2677,201271.45
2678,229959.11
2679,226753.9
2680,216319.9
2681,293585.53
2682,237044.2
2683,287632.06
2684,237104.56
2685,252109.56
2686,210318.47
2687,281282.72
2688,203060.83
2689,192030.89
2690,303385.44
2691,183818.89
2692,135421.06
2693,188826.31
2694,141556.36
2695,186597.05
2696,184627.77
2697,179578.86
2698,174204.89
2699,171860.19
2700,160085.11
2701,164276.7
2702,131847.86
2703,125971.664
2704,140029.44
2705,123653.35
2706,123612.2
2707,130392.08
2708,124363.766
2709,107508.23
2710,119798.29
2711,237433.34
2712,277442.06
2713,171151.64
2714,154958.66
2715,170905.19
2716,159051.22
2717,192875.9
2718,206983.94
2719,177490.42
2720,177548.66
2721,133883.95
2722,167958.78
2723,148468.02
2724,123394.66
2725,125455.89
2726,147483.42
2727,178839.17
2728,169945.61
2729,151331.92
2730,141180.48
2731,131152.72
2732,128367.71
2733,141485.9
2734,129697.69
2735,144424.75
2736,124379.19
2737,120969.2
2738,135900.16
2739,167910.89
2740,126694.55
2741,145677.77
2742,172843.61
2743,166297.5
2744,150668.34
2745,143516.5
2746,134834.72
2747,136260.16
2748,122751.23
2749,128930.98
2750,154745.27
2751,135538.0
2752,185811.08
2753,166968.28
2754,180540.31
2755,132550.48
2756,99584.79
2757,89875.84
2758,102633.45
2759,160101.6
2760,133441.25
2761,142963.11
2762,145043.4
2763,184548.55
2764,165476.28
2765,232427.19
2766,115628.99
2767,97638.14
2768,115324.82
2769,129537.73
2770,136368.58
2771,116393.945
2772,120396.84
2773,181052.75
2774,130019.31
2775,107996.75
2776,146684.02
2777,152533.97
2778,103395.82
2779,122623.57
2780,100069.28
2781,97029.3
2782,106798.01
2783,100957.11
2784,130102.04
2785,136518.22
2786,91695.89
2787,122286.88
2788,91367.15
2789,179167.97
2790,93811.445
2791,119029.125
2792,93108.83
2793,133723.05
2794,108603.44
2795,122630.12
2796,95963.266
2797,225412.81
2798,118750.086
2799,118709.555
2800,85554.23
2801,111923.29
2802,120018.875
2803,157946.56
2804,120861.96
2805,98261.766
2806,98069.19
2807,164885.06
2808,158379.47
2809,128655.72
2810,126895.16
2811,162721.97
2812,159775.33
2813,161589.98
2814,157309.48
2815,96386.555
2816,207349.05
2817,141203.23
2818,131160.34
2819,183419.64
2820,134808.23
2821,107571.09
2822,199779.23
2823,264979.0
2824,205757.4
2825,165800.89
2826,134434.11
2827,136668.94
2828,217344.53
2829,200756.92
2830,205909.53
2831,183555.78
2832,200020.78
2833,229894.2
2834,191112.28
2835,189606.58
2836,184958.39
2837,171041.98
2838,134308.4
2839,176689.56
2840,180772.73
2841,190603.55
2842,200404.95
2843,143859.08
2844,163334.55
2845,134887.19
2846,192508.0
2847,192692.4
2848,206815.62
2849,191192.31
2850,226786.12
2851,203476.06
2852,216052.5
2853,200524.62
2854,144068.45
2855,187492.69
2856,194345.64
2857,180109.02
2858,194173.53
2859,136012.31
2860,135639.38
2861,134538.27
2862,191285.33
2863,115591.18
2864,200891.56
2865,137209.2
2866,146949.2
2867,104864.15
2868,118645.375
2869,102259.555
2870,135049.62
2871,99040.48
2872,85862.055
2873,99755.984
2874,129981.62
2875,123601.83
2876,162315.75
2877,147267.39
2878,143180.47
2879,149191.19
2880,96773.31
2881,113440.32
2882,143199.17
2883,188136.78
2884,192325.97
2885,160102.05
2886,192591.0
2887,93957.3
2888,138991.53
2889,84695.24
2890,95757.48
2891,129672.83
2892,83628.39
2893,101304.8
2894,99210.55
2895,278863.1
2896,255023.23
2897,187686.8
2898,145185.39
2899,198928.27
2900,154771.23
2901,189123.31
2902,190419.5
2903,273723.78
2904,269619.38
2905,96917.67
2906,186774.9
2907,108642.39
2908,136613.81
2909,152253.62
2910,97508.42
2911,95927.945
2912,142862.12
2913,99310.414
2914,101725.65
2915,106903.88
2916,101215.28
2917,180307.52
2918,116114.77
2919,231545.98
