Id,SalePrice_Real,SalePrice_Predicted,SalePrice_Log_Real,SalePrice_Log_Predicted,Erro_Absoluto,Erro_Percentual
68,226000,211827.58,12.328294703023394,12.263533,14172.421875,6.270983130530973
69,80000,91402.36,11.289794413577894,11.423038,11402.359375,14.25294921875
70,225000,207916.16,12.323860125621126,12.244895,17083.84375,7.592819444444444
71,244000,250010.48,12.404927602627597,12.429262,6010.484375,2.463313268442623
72,129500,118215.4,11.771443882099637,11.680272,11284.6015625,8.71397804054054
73,185000,199605.94,12.128116509451258,12.204105,14605.9375,7.895101351351351
74,144900,142183.47,11.88380602959621,11.864881,2716.53125,1.874762767425811
75,107400,107243.41,11.58432477200052,11.582866,156.59375,0.1458042364990689
76,91000,93092.22,11.418625774449596,11.441357,2092.21875,2.2991414835164834
77,135750,118488.66,11.818577604251555,11.682581,17261.34375,12.71553867403315
78,127000,106385.29,11.751950239425476,11.574832,20614.7109375,16.232055856299212
79,136500,122502.59,11.824087219587643,11.715896,13997.40625,10.254510073260073
80,110000,109634.41,11.608244735642321,11.604916,365.59375,0.3323579545454545
81,193500,196074.02,12.173037959397275,12.186253,2574.015625,1.3302406330749355
82,153500,179152.94,11.941462360646149,12.096001,25652.9375,16.712011400651466
83,245000,239965.17,12.409017571151187,12.388253,5034.828125,2.055031887755102
84,126500,119388.26,11.748005492256807,11.690145,7111.7421875,5.6219305830039525
85,168500,151873.67,12.034696963475044,11.930811,16626.328125,9.867257047477745
86,260000,245068.23,12.468440756144114,12.409296,14931.765625,5.742986778846154
87,174000,180987.84,12.066816325306588,12.106191,6987.84375,4.016002155172414
88,164500,159944.25,12.010671928196443,11.982587,4555.75,2.769452887537994
89,85000,103194.76,11.350418300109132,11.544383,18194.7578125,21.40559742647059
90,123600,111969.73,11.724813914587886,11.625993,11630.2734375,9.409606341019417
91,109900,100054.68,11.60733523953139,11.513482,9845.3203125,8.958435225204733
92,98600,110513.04,11.498836682527127,11.612898,11913.0390625,12.082189718559839
93,163500,145293.44,12.004574385508691,11.886518,18206.5625,11.135512232415902
94,133900,143787.62,11.804855999911272,11.8761,9887.625,7.384335324869305
95,204750,195712.33,12.229549885708273,12.184406,9037.671875,4.414003357753358
96,185000,192457.7,12.128116509451258,12.167637,7457.703125,4.0311908783783785
97,214000,208866.31,12.273735966890268,12.2494545,5133.6875,2.3989193925233647
98,94750,112047.07,11.459007676978688,11.626683,17297.0703125,18.255483179419524
99,83000,90627.85,11.326607934898927,11.414528,7627.8515625,9.190182605421688
100,128950,114648.44,11.767187766223199,11.649634,14301.5625,11.090781310585498
101,205000,208348.47,12.230770136157428,12.246972,3348.46875,1.6333993902439023
102,178000,187210.56,12.08954444723597,12.139995,9210.5625,5.174473314606741
103,118964,116033.3,11.68658461118553,11.661641,2930.703125,2.4635210021519116
104,198900,198420.67,12.200562492481511,12.19815,479.328125,0.2409895047762695
105,169500,160464.78,12.040614105490253,11.985836,9035.21875,5.330512536873156
106,250000,269883.34,12.429220196836383,12.505749,19883.34375,7.9533375
107,100000,104099.695,11.51293546492023,11.553114,4099.6953125,4.0996953125
108,115000,106643.81,11.652696102959753,11.577259,8356.1875,7.26625
109,115000,101703.336,11.652696102959753,11.529825,13296.6640625,11.562316576086957
110,190000,183014.1,12.154784614286667,12.117324,6985.90625,3.676792763157895
111,136900,130644.39,11.827013315851762,11.780242,6255.609375,4.569473612125639
112,180000,172611.34,12.100717685412471,12.058804,7388.65625,4.104809027777778
113,383970,355399.7,12.85832230788469,12.781001,28570.3125,7.440766856785687
114,217000,208150.86,12.28765724080691,12.246023,8849.140625,4.0779449884792625
115,259500,232059.08,12.466515835145202,12.354752,27440.921875,10.574536368015414
116,176000,194286.72,12.07824495582233,12.177095,18286.71875,10.390181107954545
117,139000,118713.06,11.842236406331555,11.684473,20286.9375,14.594919064748202
118,155000,131821.7,11.951186847493476,11.789213,23178.296875,14.953739919354838
119,320000,337927.25,12.676079399771027,12.730589,17927.25,5.602265624999999
120,163990,177311.42,12.0075668272517,12.085669,13321.421875,8.123313540459783
121,180000,198584.61,12.100717685412471,12.198976,18584.609375,10.324782986111112
122,100000,94075.56,11.51293546492023,11.451864,5924.4375,5.9244375
123,136000,132848.27,11.820417517632333,11.79697,3151.734375,2.3174517463235293
124,153900,159442.12,11.944064817531656,11.979443,5542.125,3.601120857699805
125,181000,161429.02,12.10625783509458,11.991827,19570.984375,10.812698549723757
126,84500,93618.22,11.344518647594766,11.446991,9118.21875,10.790791420118344
127,128000,129198.08,11.759793355371237,11.76911,1198.078125,0.9359985351562501
128,87000,93073.76,11.373674891823535,11.441158,6073.7578125,6.981330818965517
129,155000,142589.62,11.951186847493476,11.867733,12410.375,8.006693548387096
130,150000,162376.12,11.918397239722838,11.997677,12376.125,8.25075
131,226000,230179.19,12.328294703023394,12.346618,4179.1875,1.8491980088495574
132,244000,223379.38,12.404927602627597,12.316631,20620.625,8.45107581967213
133,150750,143435.77,11.923384748066601,11.87365,7314.234375,4.851896766169155
134,220000,230664.61,12.301387370778713,12.348724,10664.609375,4.847549715909091
135,180000,165522.2,12.100717685412471,12.016867,14477.796875,8.04322048611111
136,174000,178137.53,12.066816325306588,12.090317,4137.53125,2.377891522988506
137,143000,137908.97,11.870606902224587,11.834356,5091.03125,3.5601617132867136
138,171000,171514.88,12.049424683420915,12.052431,514.875,0.30109649122807014
139,230000,256609.25,12.345838935721968,12.455314,26609.25,11.569239130434783
140,231500,206967.55,12.352339472153524,12.240322,24532.453125,10.597171976241901
141,115000,105241.35,11.652696102959753,11.564021,9758.6484375,8.48578125
142,260000,235090.52,12.468440756144114,12.36773,24909.484375,9.580570913461539
143,166000,137122.61,12.019749091416921,11.828638,28877.390625,17.396018448795182
144,204000,196373.62,12.225880174775122,12.187779,7626.375,3.7384191176470587
145,125000,145897.3,11.736077016252437,11.890665,20897.296875,16.717837499999998
146,130000,135425.08,11.775297421715827,11.816181,5425.078125,4.1731370192307695
147,105000,107733.1,11.561725152903833,11.587421,2733.1015625,2.602953869047619
148,222500,213534.98,12.312686874960354,12.271561,8965.015625,4.029220505617977
149,141000,132155.03,11.856522261533737,11.7917385,8844.96875,6.273027482269504
150,115000,109038.484,11.652696102959753,11.599465,5961.515625,5.183926630434783
151,122000,130917.91,11.711784520403112,11.782333,8917.90625,7.3097592213114755
152,372402,303169.7,12.827731880206521,12.622051,69232.3125,18.590746693089727
153,190000,184688.7,12.154784614286667,12.126432,5311.296875,2.795419407894737
154,235000,193064.34,12.367345048436391,12.170784,41935.65625,17.844960106382977
155,125000,122813.75,11.736077016252437,11.718432,2186.25,1.7489999999999999
156,79000,85796.33,11.277215789596893,11.359743,6796.328125,8.602946993670885
157,109500,108592.36,11.603688960617083,11.595366,907.640625,0.8288955479452055
158,269500,268657.12,12.504327379899443,12.501195,842.875,0.3127551020408163
159,254900,229811.56,12.448630513463613,12.345019,25088.4375,9.842462730482541
160,320000,262318.8,12.676079399771027,12.47732,57681.1875,18.02537109375
161,162500,157206.0,11.998439434579149,11.965319,5294.0,3.2578461538461534
162,412500,394449.6,12.929993908996359,12.885249,18050.40625,4.37585606060606
163,220000,214411.23,12.301387370778713,12.275656,5588.765625,2.5403480113636365
164,103200,96868.98,11.544433821905134,11.481125,6331.0234375,6.134712633236434
165,152000,146547.55,11.931642378754141,11.895112,5452.453125,3.5871402138157893
166,127500,114913.445,11.755879486687116,11.651943,12586.5546875,9.871807598039215
167,190000,194092.08,12.154784614286667,12.176093,4092.078125,2.1537253289473686
168,325624,333670.97,12.693501691489768,12.717914,8046.96875,2.4712455930766772
169,183500,191903.28,12.119975396053194,12.164752,8403.28125,4.579444822888283
170,228000,243951.05,12.337105293891872,12.404727,15951.046875,6.996073190789474
171,128500,130432.13,11.763691965388299,11.778616,1932.1328125,1.5036053015564201
172,215000,179818.97,12.278397958261774,12.099711,35181.03125,16.363270348837208
173,239000,209653.4,12.384223015005313,12.253216,29346.59375,12.278909518828451
174,163000,156064.14,12.001511614739405,11.958029,6935.859375,4.255128450920245
175,184000,195380.39,12.122696471358964,12.182709,11380.390625,6.184994904891304
176,243000,226263.97,12.400820837540556,12.329462,16736.03125,6.887255658436215
177,211000,208471.1,12.259618151783465,12.2475605,2528.90625,1.1985337677725119
178,172500,176023.03,12.058158312538197,12.078376,3523.03125,2.042336956521739
179,501837,468756.72,13.126032637428713,13.057841,33080.28125,6.591837837783982
180,100000,100563.414,11.51293546492023,11.518554,563.4140625,0.5634140625
181,177000,180259.72,12.083910661257521,12.1021595,3259.71875,1.841649011299435
182,200100,166007.84,12.206577518060588,12.019796,34092.15625,17.037559345327335
183,120000,119463.2,11.695255355062795,11.690772,536.796875,0.44733072916666666
184,200000,187944.0,12.206077645517674,12.143905,12056.0,6.0280000000000005
185,127000,136335.16,11.751950239425476,11.822879,9335.15625,7.350516732283465
186,475000,447916.53,13.07107218827772,13.012364,27083.46875,5.701782894736842
187,173000,182546.4,12.06105265381003,12.114765,9546.40625,5.518153901734104
188,135000,125067.65,11.813037464800539,11.736618,9932.3515625,7.357297453703704
189,153337,149291.95,11.940399914116648,11.913666,4045.046875,2.6380109660421165
190,286000,283017.75,12.563750586299374,12.553268,2982.25,1.0427447552447553
191,315000,291787.66,12.660331092405906,12.583785,23212.34375,7.368998015873015
192,184000,201207.34,12.122696471358964,12.212096,17207.34375,9.351817255434783
193,192000,193978.27,12.165255859329688,12.175507,1978.265625,1.0303466796875
194,130000,140161.97,11.775297421715827,11.850561,10161.96875,7.816899038461539
195,127000,123014.086,11.751950239425476,11.720062,3985.9140625,3.13851500984252
196,148500,145375.9,11.908346971208951,11.887085,3124.09375,2.103766835016835
197,311872,340315.34,12.650351332641707,12.737631,28443.34375,9.120197949799918
198,235000,239034.4,12.367345048436391,12.384367,4034.40625,1.7167686170212766
199,104000,120801.34,11.552155793461898,11.701911,16801.34375,16.155138221153848
200,274900,292716.06,12.524166311833152,12.586962,17816.0625,6.4809248817751905
201,140000,126229.86,11.849404844423074,11.745868,13770.140625,9.835814732142858
202,171500,164969.06,12.052344376474922,12.013519,6530.9375,3.8081268221574343
203,112000,117593.81,11.626263078808801,11.675,5593.8125,4.994475446428572
204,149000,147276.95,11.91170829631447,11.900077,1723.046875,1.156407298657718
205,110000,111557.45,11.608244735642321,11.622304,1557.453125,1.4158664772727272
206,180500,188518.45,12.103491596905931,12.146956,8018.453125,4.442356301939058
207,143900,128111.98,11.87688084212164,11.760668,15788.0234375,10.971524279013204
208,141000,123610.67,11.856522261533737,11.7249,17389.328125,12.332856826241134
209,277000,257244.84,12.531776395271262,12.4577875,19755.15625,7.131825361010831
210,145000,142277.61,11.884495917930655,11.865542,2722.390625,1.877510775862069
211,98000,90194.664,11.49273296168228,11.409737,7805.3359375,7.964628507653061
212,186000,166581.8,12.133507329024972,12.023248,19418.203125,10.439894153225806
213,252678,244833.0,12.439875187430008,12.408336,7845.0,3.104742003656828
214,156000,140805.47,11.957617696467539,11.855142,15194.53125,9.740084134615385
215,161750,142089.39,11.993813394724253,11.864219,19660.609375,12.15493624420402
216,134450,129072.7,11.808955099378537,11.768139,5377.296875,3.9994770360728897
217,210000,209023.55,12.25486757159303,12.250207,976.453125,0.4649776785714286
218,107000,95648.414,11.580593459194764,11.468445,11351.5859375,10.608958820093457
219,311500,243672.03,12.649157827477366,12.403583,67827.96875,21.774628812199037
220,167240,167298.55,12.027191164883384,12.027541,58.546875,0.03500769851710117
221,204900,193433.67,12.230282214644559,12.172695,11466.328125,5.596060578330893
222,200000,206572.77,12.206077645517674,12.238413,6572.765625,3.2863828125000003
223,179900,181402.22,12.100161978566867,12.108478,1502.21875,0.8350298777098388
224,97000,108339.336,11.48247656671073,11.593033,11339.3359375,11.690037048969073
225,386250,380142.38,12.864242696187505,12.848304,6107.625,1.58126213592233
226,112000,103540.875,11.626263078808801,11.547731,8459.125,7.552790178571428
227,290000,270762.2,12.577639650232573,12.509,19237.8125,6.633728448275862
228,106000,99039.44,11.571203807011969,11.5032835,6960.5625,6.5665683962264145
229,125000,114091.62,11.736077016252437,11.644766,10908.3828125,8.726706250000001
230,192500,187925.72,12.167856627501678,12.143807,4574.28125,2.3762499999999998
231,148000,130545.99,11.904974309480183,11.779489,17454.0078125,11.793248521959459
232,403000,319976.9,12.90669432231532,12.676007,83023.09375,20.601263957816375
233,94500,100223.234,11.456365695436427,11.515165,5723.234375,6.056332671957672
234,128200,122214.37,11.761354623750297,11.71354,5985.6328125,4.668980352964119
235,216500,224604.03,12.285350445351659,12.322099,8104.03125,3.7432015011547346
236,89500,97923.766,11.402005077384885,11.491955,8423.765625,9.412028631284915
237,185500,187770.05,12.130815551850676,12.142979,2270.046875,1.223744946091644
238,194500,198415.19,12.178192583415596,12.198122,3915.1875,2.012949871465296
239,318000,278546.78,12.669809806411457,12.537345,39453.21875,12.406672562893082
240,113000,108876.49,11.635151947212842,11.597979,4123.5078125,3.649121957964602
241,262500,237436.97,12.47801017053037,12.377662,25063.03125,9.54782142857143
242,110500,108147.64,11.612779849672751,11.591262,2352.359375,2.1288320135746606
243,79000,90137.4,11.277215789596893,11.4091015,11137.3984375,14.097972705696202
244,120000,117674.02,11.695255355062795,11.675682,2325.9765625,1.9383138020833333
245,205000,221283.88,12.230770136157428,12.307206,16283.875,7.943353658536585
246,241500,213120.58,12.394628892852941,12.269618,28379.421875,11.7513134057971
247,137000,140883.9,11.827743504053695,11.855699,3883.90625,2.8349680656934306
248,140000,137838.36,11.849404844423074,11.833844,2161.640625,1.544029017857143
249,180000,186309.16,12.100717685412471,12.135168,6309.15625,3.505086805555555
250,277000,286608.25,12.531776395271262,12.565875,9608.25,3.468682310469314
251,76500,88501.17,11.245059091624615,11.390782,12001.171875,15.687806372549021
252,235000,233202.97,12.367345048436391,12.359669,1797.03125,0.7646941489361703
253,173000,181741.45,12.06105265381003,12.110346,8741.453125,5.052863078034682
254,158000,158171.16,11.970356641102999,11.971439,171.15625,0.10832674050632912
255,145000,126724.64,11.884495917930655,11.74978,18275.359375,12.603696120689655
256,230000,234818.72,12.345838935721968,12.366573,4818.71875,2.095095108695652
257,207500,210295.61,12.242891437918386,12.256274,2795.609375,1.3472816265060241
258,220000,224039.47,12.301387370778713,12.319582,4039.46875,1.836122159090909
259,231500,217765.52,12.352339472153524,12.291179,13734.484375,5.932822624190065
260,97000,92842.64,11.48247656671073,11.438672,4157.359375,4.2859375
261,176000,161598.3,12.07824495582233,11.992875,14401.703125,8.182785866477273
262,276000,308300.66,12.52815976788113,12.638834,32300.65625,11.703136322463768
263,151000,161428.56,11.92504173829169,11.991824,10428.5625,6.906332781456953
264,130000,125268.664,11.775297421715827,11.738224,4731.3359375,3.6394891826923077
265,73000,90012.49,11.19822841866684,11.407715,17012.4921875,23.30478381849315
266,175500,173068.27,12.075400019877522,12.061447,2431.734375,1.3856036324786325
267,185000,187876.45,12.128116509451258,12.143545,2876.453125,1.5548395270270272
268,179500,170174.77,12.097936057925594,12.044587,9325.234375,5.195116643454039
269,120500,114493.61,11.699413330633599,11.648283,6006.390625,4.98455653526971
270,148000,143209.28,11.904974309480183,11.872069,4790.71875,3.2369721283783783
271,266000,278718.2,12.491255347155265,12.53796,12718.1875,4.781273496240601
272,241500,234443.25,12.394628892852941,12.364973,7056.75,2.9220496894409935
273,290000,295256.75,12.577639650232573,12.595604,5256.75,1.8126724137931034
274,139000,150319.45,11.842236406331555,11.920525,11319.453125,8.143491456834532
275,124500,115783.484,11.732069026983156,11.659486,8716.515625,7.001217369477912
276,205000,156145.12,12.230770136157428,11.958548,48854.875,23.831646341463415
277,201000,204570.53,12.211065162153215,12.228673,3570.53125,1.7763837064676615
278,141000,110685.08,11.856522261533737,11.614453,30314.921875,21.49994459219858
279,415298,369221.84,12.936754021718041,12.819156,46076.15625,11.094721440989362
280,192000,193115.17,12.165255859329688,12.171047,1115.171875,0.5808186848958333
281,228500,214286.94,12.339295865674435,12.275076,14213.0625,6.220158643326039
282,185000,195502.28,12.128116509451258,12.183332,10502.28125,5.676908783783784
283,207500,191826.25,12.242891437918386,12.1643505,15673.75,7.553614457831326
284,244600,244141.67,12.407383590534293,12.405508,458.328125,0.18737862837285366
285,179200,177224.86,12.09626335986454,12.08518,1975.140625,1.1021990094866072
286,164700,163107.28,12.011886987792716,12.00217,1592.71875,0.9670423497267759
287,159000,176027.06,11.976665770490767,12.078399,17027.0625,10.708844339622642
288,88000,98550.34,11.385103457032141,11.498333,10550.34375,11.989026988636365
289,122000,108368.375,11.711784520403112,11.593301,13631.625,11.173463114754098
290,153575,152531.06,11.941950837487406,11.93513,1043.9375,0.6797574475012209
291,233230,226814.89,12.359784657728284,12.331894,6415.109375,2.750550690305707
292,135900,121538.13,11.819681958463892,11.707992,14361.8671875,10.567967025386313
293,131000,125239.76,11.782960235741939,11.737993,5760.2421875,4.397131440839694
294,235000,228910.6,12.367345048436391,12.341091,6089.40625,2.59123670212766
295,167000,176581.25,12.025755079404917,12.081542,9581.25,5.737275449101797
296,142500,146121.77,11.86710429621008,11.892202,3621.765625,2.5415899122807017
297,152000,135874.23,11.931642378754141,11.819492,16125.765625,10.609056332236841
298,239000,261342.48,12.384223015005313,12.473591,22342.484375,9.348319822175732
299,175000,177629.61,12.07254696717504,12.087461,2629.609375,1.5026339285714285
300,158500,138548.72,11.973516181427835,11.8389845,19951.28125,12.587559148264985
301,157000,141261.56,11.964007453736912,11.858376,15738.4375,10.024482484076433
302,267000,261099.34,12.495007682693725,12.47266,5900.65625,2.20998361423221
303,205000,223583.98,12.230770136157428,12.317547,18583.984375,9.065358231707316
304,149900,127973.5,11.917730355182513,11.759586,21926.5,14.62741827885257
305,295000,308752.6,12.59473402514672,12.640299,13752.59375,4.6618961864406785
306,305900,296610.28,12.631016799175821,12.600178,9289.71875,3.036848234717228
307,225000,236975.03,12.323860125621126,12.375714,11975.03125,5.322236111111111
308,89500,97820.26,11.402005077384885,11.490897,8320.2578125,9.296377444134079
309,82500,100756.37,11.320565693461432,11.520471,18256.3671875,22.128929924242424
310,360000,406843.5,12.793862088206213,12.916186,46843.5,13.012083333333333
311,165600,177929.03,12.017336559562407,12.089146,12329.03125,7.445067179951691
312,132000,128559.93,11.790564777297387,11.764158,3440.0703125,2.6061138731060605
313,119900,129046.49,11.694421681264394,11.767936,9146.4921875,7.628433851125939
314,375000,327423.2,12.834683971615659,12.699012,47576.8125,12.687149999999999
315,178000,167057.48,12.08954444723597,12.026099,10942.515625,6.147480688202247
316,188500,192577.78,12.146858590895919,12.168261,4077.78125,2.163279177718833
317,260000,247004.47,12.468440756144114,12.417166,12995.53125,4.99828125
318,270000,288254.3,12.506180941677357,12.571602,18254.3125,6.760856481481481
319,260000,258995.31,12.468440756144114,12.464569,1004.6875,0.3864182692307692
320,187500,196404.7,12.141539457711714,12.187938,8904.703125,4.749175
321,342643,335309.62,12.74444728628135,12.722813,7333.375,2.1402377985249954
322,354000,329979.88,12.777055016970678,12.70679,24020.125,6.78534604519774
323,301000,302827.25,12.614868865984631,12.620921,1827.25,0.6070598006644519
324,126175,131585.33,11.745433036677353,11.787418,5410.328125,4.287955716267089
325,242000,223041.55,12.396697137361691,12.315118,18958.453125,7.834071539256199
326,87000,97419.75,11.373674891823535,11.486794,10419.75,11.976724137931035
327,324000,281940.2,12.688501881189456,12.549454,42059.8125,12.981423611111111
328,145250,136259.38,11.886218559372042,11.822323,8990.625,6.1897590361445785
329,214500,169386.23,12.276069679344003,12.039943,45113.765625,21.032058566433566
330,78000,87483.52,11.264476926102367,11.379217,9483.5234375,12.158363381410256
331,119000,133488.34,11.686887175419702,11.801777,14488.34375,12.175078781512605
332,139000,125886.39,11.842236406331555,11.743143,13113.609375,9.434251348920863
333,284000,278220.5,12.556733038263905,12.536173,5779.5,2.0350352112676053
334,207000,196400.03,12.240478903153711,12.187914,10599.96875,5.120757850241546
335,192000,202760.89,12.165255859329688,12.219788,10760.890625,5.604630533854166
336,228950,213750.97,12.34126328584159,12.272572,15199.03125,6.638581022057218
337,377426,353891.56,12.841132451487937,12.776749,23534.4375,6.235510404688601
338,214000,210405.14,12.273735966890268,12.256795,3594.859375,1.6798408294392524
339,202500,192311.11,12.218500103788143,12.166875,10188.890625,5.031550925925926
340,155000,147141.47,11.951186847493476,11.899157,7858.53125,5.070020161290323
341,202900,214354.39,12.220473454337986,12.275391,11454.390625,5.6453379127649095
342,82000,89459.22,11.314486721293981,11.401549,7459.21875,9.096608231707318
343,87500,92256.664,11.37940550085183,11.432341,4756.6640625,5.4361875
344,266000,260281.16,12.491255347155265,12.4695215,5718.84375,2.149941259398496
345,85000,94328.37,11.350418300109132,11.454548,9328.3671875,10.974549632352941
346,140200,133314.55,11.850832386224807,11.800474,6885.453125,4.911164853780313
347,151500,150419.69,11.928347504569842,11.921191,1080.3125,0.7130775577557755
348,157500,179620.48,11.967187086434018,12.098607,22120.484375,14.044751984126986
349,154000,171805.62,11.944714374881176,12.054125,17805.625,11.562094155844155
350,437154,464288.94,12.988043102265232,13.0482645,27134.9375,6.207180421544811
351,318061,277940.2,12.670001611311875,12.535165,40120.8125,12.614188001672636
352,190000,183684.66,12.154784614286667,12.120981,6315.34375,3.3238651315789474
353,95000,91878.41,11.461642696843066,11.428232,3121.59375,3.2858881578947368
354,105900,116049.125,11.570259974415547,11.6617775,10149.125,9.583687440982057
355,140000,141973.98,11.849404844423074,11.863406,1973.984375,1.4099888392857143
356,177500,173906.44,12.086731521684555,12.066278,3593.5625,2.0245422535211266
357,173000,164035.3,12.06105265381003,12.007843,8964.703125,5.181909320809249
358,134000,149289.53,11.80560254159177,11.91365,15289.53125,11.410097947761194
359,130000,138557.56,11.775297421715827,11.839048,8557.5625,6.582740384615385
360,280000,270757.28,12.54254845357358,12.508982,9242.71875,3.300970982142857
361,156000,152560.6,11.957617696467539,11.935324,3439.40625,2.204747596153846
362,145000,114221.17,11.884495917930655,11.645901,30778.828125,21.22677801724138
363,198500,193712.81,12.198549416880068,12.174137,4787.1875,2.411681360201511
364,118000,112858.48,11.678448377988165,11.633899,5141.5234375,4.3572232521186445
365,190000,186508.44,12.154784614286667,12.136237,3491.5625,1.8376644736842105
366,147000,124583.14,11.898194668458823,11.732737,22416.859375,15.249564200680272
367,159000,174189.94,11.976665770490767,12.067907,15189.9375,9.553419811320754
368,165000,165307.66,12.013706813470414,12.01557,307.65625,0.18645833333333334
369,132000,130073.51,11.790564777297387,11.775863,1926.4921875,1.459463778409091
370,162000,178895.47,11.995357787034976,12.094563,16895.46875,10.429301697530864
371,172400,176425.88,12.057578437658945,12.080662,4025.875,2.3351943155452437
372,134432,109389.91,11.808821212646512,11.602683,25042.09375,18.628074974708404
